,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,superBERT,enga,cvs
245,Mike Lee,Senate,Republican,UT,,2021-10-04 16:00:46+00:00,Senator Sinema is a friend.  I am appalled by this behavior.  There is no place in civilized society for the type of harassment she suffered. twitter.com/SenatorSinema/…,253,153,874,33,senmikelee,Twitter,https://twitter.com/SenMikeLee/status/1445056310337232907,,['https://twitter.com/SenatorSinema/status/1445046253579079686'],senator sinema friend appalled behavior place civilized society type harassment suffered twittercomsenatorsinema,"['senator', 'sinema', 'friend', 'appalled', 'behavior', 'place', 'civilized', 'society', 'type', 'harassment', 'suffered', 'twittercomsenatorsinema']",2,1313,False
246,Sheldon Whitehouse,Senate,Democrat,RI,,2021-10-04 15:55:06+00:00,Lawyers facilitating it should be treated accordingly.,10,86,503,2,senwhitehouse,Twitter,https://twitter.com/SenWhitehouse/status/1445054883598643208,,[],lawyers facilitating treated accordingly,"['lawyers', 'facilitating', 'treated', 'accordingly']",7,601,False
247,Sheldon Whitehouse,Senate,Democrat,RI,,2021-10-04 15:55:06+00:00,"Why we need to get after this crap: enables corruption; abets international crime; gives aid and comfort to our enemies; makes the world more dangerous — and America looks terrible if we’re complicit instead of stopping it.  
 washingtonpost.com/business/inter…",30,423,1149,11,senwhitehouse,Twitter,https://twitter.com/SenWhitehouse/status/1445054880834625539,,['https://www.washingtonpost.com/business/interactive/2021/pandora-papers-offshore-finance/?no_nav=true'],need get crap enables corruption abets international crime gives aid comfort enemies makes world dangerous america looks terrible complicit instead stopping washingtonpostcombusinessinter,"['need', 'get', 'crap', 'enables', 'corruption', 'abets', 'international', 'crime', 'gives', 'aid', 'comfort', 'enemies', 'makes', 'world', 'dangerous', 'america', 'looks', 'terrible', 'complicit', 'instead', 'stopping', 'washingtonpostcombusinessinter']",0,1613,False
248,Amy Klobuchar,Senate,Democrat,MN,,2021-10-04 15:50:44+00:00,What he said! twitter.com/GovTimWalz/sta…,6,25,101,0,senamyklobuchar,Twitter,https://twitter.com/SenAmyKlobuchar/status/1445053782094753794,,['https://twitter.com/GovTimWalz/status/1443723269954281474'],said twittercomgovtimwalzsta,"['said', 'twittercomgovtimwalzsta']",2,132,False
249,Mitch McConnell,Senate,Republican,KY,,2021-10-04 15:46:46+00:00,.@LeaderMcConnell op-ed in the @theRCNews: Don’t Let Joe Biden Snoop on Your Bank Account rcnky.com/articles/2021/…,15,11,18,1,mcconnellpress,Twitter,https://twitter.com/McConnellPress/status/1445052787067432974,,['https://www.rcnky.com/articles/2021/10/04/op-ed-don%E2%80%99t-let-joe-biden-snoop-your-bank-account#.YVsho1rWM0U.twitter'],oped dont let joe biden snoop bank account rcnkycomarticles2021,"['oped', 'dont', 'let', 'joe', 'biden', 'snoop', 'bank', 'account', 'rcnkycomarticles2021']",0,45,False
250,Mitch McConnell,Senate,Republican,KY,,2021-10-04 15:43:35+00:00,.@LeaderMcConnell Letter to @POTUS on Debt Limit: sen.gov/9X42,9,0,4,2,mcconnellpress,Twitter,https://twitter.com/McConnellPress/status/1445051986462842883,,['https://sen.gov/9X42'],letter debt limit sengov9x42,"['letter', 'debt', 'limit', 'sengov9x42']",0,15,False
251,Jeanne Shaheen,Senate,Democrat,NH,,2021-10-04 15:42:51+00:00,Granite Staters: Medicare Open Enrollment begins 10/15! This is an opportunity for NH seniors to review health plan options and choose health care coverage that best works for them. Sign up at medicare.gov. Need help enrolling? Visit servicelink.nh.gov.,1,8,8,0,senatorshaheen,Twitter,https://twitter.com/SenatorShaheen/status/1445051797954039820,,"['http://medicare.gov', 'http://servicelink.nh.gov']",granite staters medicare open enrollment begins opportunity nh seniors review health plan options choose health care coverage best works sign medicaregov need help enrolling visit servicelinknhgov,"['granite', 'staters', 'medicare', 'open', 'enrollment', 'begins', 'opportunity', 'nh', 'seniors', 'review', 'health', 'plan', 'options', 'choose', 'health', 'care', 'coverage', 'best', 'works', 'sign', 'medicaregov', 'need', 'help', 'enrolling', 'visit', 'servicelinknhgov']",-1,17,False
252,Kevin Cramer,Senate,Republican,ND,,2021-10-04 15:42:13+00:00,"An honest answer for sure. While the price tag is awful, the policies associated are frightening to free loving people. Big government socialism hasn’t worked for Russia or Cuba or Venezuela, why do Democrats think it will work here? dailywire.com/news/aoc-on-de…",15,2,6,0,senkevincramer,Twitter,https://twitter.com/SenKevinCramer/status/1445051642223681539,,['https://www.dailywire.com/news/aoc-on-democrats-3-5-trillion-bill-the-problem-is-this-conversation-shouldnt-be-about-numbers'],honest answer sure price tag awful policies associated frightening free loving people big government socialism hasnt worked russia cuba venezuela democrats think work dailywirecomnewsaoconde,"['honest', 'answer', 'sure', 'price', 'tag', 'awful', 'policies', 'associated', 'frightening', 'free', 'loving', 'people', 'big', 'government', 'socialism', 'hasnt', 'worked', 'russia', 'cuba', 'venezuela', 'democrats', 'think', 'work', 'dailywirecomnewsaoconde']",0,23,False
253,Raphael G. Warnock,Senate,Democrat,GA,,2021-10-04 15:41:24+00:00,"@Dreams_I_Make, you're like a son to me &amp; I cannot adequately express how proud I am of you. Keep soaring! (2/2) https://t.co/UrWCES7vaj",2,37,540,2,senatorwarnock,Twitter,https://twitter.com/SenatorWarnock/status/1445051435343884288,https://pbs.twimg.com/media/FA3Z9uqWQAEgtAo?format=jpg&name=small,[],imake youre like son cannot adequately express proud youkeep soaring,"['imake', 'youre', 'like', 'son', 'cannot', 'adequately', 'express', 'proud', 'youkeep', 'soaring']",28,581,True
254,Raphael G. Warnock,Senate,Democrat,GA,,2021-10-04 15:41:22+00:00,"15 years ago, I started mentoring a 12-year-old Bobby Daniels, son of a single mom from an Atlanta housing project. 

He went on to graduate from @TuskegeeUniv &amp; @vanderbiltlaw. Two weeks ago, I performed his wedding, and today is his first day at a major Atlanta law firm. (1/2) https://t.co/62FWTMY6Bm",43,279,2077,19,senatorwarnock,Twitter,https://twitter.com/SenatorWarnock/status/1445051426632241157,https://pbs.twimg.com/media/FA3akKdWYAc5_2V?format=jpg&name=small,[],years ago started mentoring 12yearold bobby daniels son single mom atlanta housing project went graduate two weeks ago performed wedding today first day major atlanta law firm,"['years', 'ago', 'started', 'mentoring', '12yearold', 'bobby', 'daniels', 'son', 'single', 'mom', 'atlanta', 'housing', 'project', 'went', 'graduate', 'two', 'weeks', 'ago', 'performed', 'wedding', 'today', 'first', 'day', 'major', 'atlanta', 'law', 'firm']",7,2418,False
255,Joni Ernst,Senate,Republican,IA,,2021-10-04 15:37:42+00:00,"The Biden Administration’s failed immigration policies are encouraging people to pour across the southern border.
 
This is a crisis of their own making, and they won’t step up to stop it. washingtonexaminer.com/news/biden-adm…",20,6,25,2,senjoniernst,Twitter,https://twitter.com/SenJoniErnst/status/1445050504908845060,,['https://www.washingtonexaminer.com/news/biden-administration-to-end-remain-in-mexico-policy-failed-attempt'],biden administrations failed immigration policies encouraging people pour across southern borderthis crisis making wont step stop washingtonexaminercomnewsbidenadm,"['biden', 'administrations', 'failed', 'immigration', 'policies', 'encouraging', 'people', 'pour', 'across', 'southern', 'borderthis', 'crisis', 'making', 'wont', 'step', 'stop', 'washingtonexaminercomnewsbidenadm']",12,53,False
256,Rick Scott,Senate,Republican,FL,,2021-10-04 15:33:50+00:00,"Our hearts and thoughts are with @FLCaseyDeSantis. Ann and I pray that the Lord grants Casey, @GovRonDeSantis and their family strength in this fight. Florida stands with you! twitter.com/FoxNews/status…",79,86,738,8,senrickscott,Twitter,https://twitter.com/SenRickScott/status/1445049531209592837,,['https://twitter.com/FoxNews/status/1445038498654785536'],hearts thoughts ann pray lord grants casey family strength fight florida stands twittercomfoxnewsstatus,"['hearts', 'thoughts', 'ann', 'pray', 'lord', 'grants', 'casey', 'family', 'strength', 'fight', 'florida', 'stands', 'twittercomfoxnewsstatus']",15,911,False
257,Bill Hagerty,Senate,Republican,TN,,2021-10-04 15:31:28+00:00,Praying for the loved ones of Officer Darrell Adams and his colleagues at @MEM_PoliceDept in the wake of this heartbreaking tragedy. We are grateful for his years of dedicated service to his community. twitter.com/MEM_PoliceDept…,4,3,27,0,senatorhagerty,Twitter,https://twitter.com/SenatorHagerty/status/1445048935060496388,,['https://twitter.com/MEM_PoliceDept/status/1444412998571933703'],praying loved ones officer darrell adams colleagues policedept wake heartbreaking tragedy grateful years dedicated service community twittercommempolicedept,"['praying', 'loved', 'ones', 'officer', 'darrell', 'adams', 'colleagues', 'policedept', 'wake', 'heartbreaking', 'tragedy', 'grateful', 'years', 'dedicated', 'service', 'community', 'twittercommempolicedept']",15,34,False
258,Margaret Wood Hassan,Senate,Democrat,NH,,2021-10-04 15:28:59+00:00,"ICYMI: New Hampshire will receive more than $3.4 million to combat youth homelessness. This funding will go a long way in helping young Granite Staters find shelter and safe harbor.
derrynews.com/news/funding-h…",13,10,37,0,senatorhassan,Twitter,https://twitter.com/SenatorHassan/status/1445048311707275265,,['https://www.derrynews.com/news/funding-helps-battle-youth-homelessness/article_cd405f52-1c9f-11ec-962e-436b74650c43.html'],icymi new hampshire receive million combat youth homelessness funding go long way helping young granite staters find shelter safe harborderrynewscomnewsfundingh,"['icymi', 'new', 'hampshire', 'receive', 'million', 'combat', 'youth', 'homelessness', 'funding', 'go', 'long', 'way', 'helping', 'young', 'granite', 'staters', 'find', 'shelter', 'safe', 'harborderrynewscomnewsfundingh']",1,60,False
259,Marco Rubio,Senate,Republican,FL,,2021-10-04 15:25:05+00:00,"Senator Rubio congratulates @kishida230, Japan's new Prime Minister. 

Japan and the U.S. are united by our shared values and common interests. We look forward to continuing to strengthen our bilateral alliance to build a Free and Open Indo-Pacific. 🇯🇵🇺🇸",2,10,37,1,senrubiopress,Twitter,https://twitter.com/SenRubioPress/status/1445047328755359750,,[],senator rubio congratulates japans new prime minister japan us united shared values common interests look forward continuing strengthen bilateral alliance build free open indopacific,"['senator', 'rubio', 'congratulates', 'japans', 'new', 'prime', 'minister', 'japan', 'us', 'united', 'shared', 'values', 'common', 'interests', 'look', 'forward', 'continuing', 'strengthen', 'bilateral', 'alliance', 'build', 'free', 'open', 'indopacific']",9,50,False
260,Dianne Feinstein,Senate,Democrat,CA,,2021-10-04 15:23:44+00:00,"As we see more and more hacks and ransomware attacks in the news, please take a moment during #CybersecurityAwarenessMonth to review best practices to keep your digital information safe.

cisa.gov/stopransomware",16,21,51,1,senfeinstein,Twitter,https://twitter.com/SenFeinstein/status/1445046990723850241,,['https://www.cisa.gov/stopransomware'],see hacks ransomware attacks news please take moment cybersecurityawarenessmonth review best practices keep digital information safecisagovstopransomware,"['see', 'hacks', 'ransomware', 'attacks', 'news', 'please', 'take', 'moment', 'cybersecurityawarenessmonth', 'review', 'best', 'practices', 'keep', 'digital', 'information', 'safecisagovstopransomware']",23,89,False
261,"Robert P. Casey, Jr.",Senate,Democrat,PA,,2021-10-04 15:23:20+00:00,"#HispanicHeritageMonth Pennsylvania spotlight: Gloria Vazquez Merrick, Executive Director of @LatinoCntrHBG https://t.co/qLbgBw6yHq",3,4,23,0,senbobcasey,Twitter,https://twitter.com/SenBobCasey/status/1445046886730244100,https://pbs.twimg.com/media/FA3V1pHWEAQV9Lu?format=jpg&name=small,[],hispanicheritagemonth pennsylvania spotlight gloria vazquez merrick executive director,"['hispanicheritagemonth', 'pennsylvania', 'spotlight', 'gloria', 'vazquez', 'merrick', 'executive', 'director']",-1,30,False
262,Todd Young,Senate,Republican,IN,,2021-10-04 15:21:23+00:00,"President Biden may wish to be done with Afghanistan but it is clear Afghanistan is not done with us. 

Read my op-ed in @thehill about the unseen challenges that remain after our calamitous withdrawal from Afghanistan. thehill.com/blogs/congress…",40,1,13,0,sentoddyoung,Twitter,https://twitter.com/SenToddYoung/status/1445046399171768337,,['https://thehill.com/blogs/congress-blog/foreign-policy/574939-the-unseen-problems-in-afghanistan'],president biden may wish done afghanistan clear afghanistan done us read oped unseen challenges remain calamitous withdrawal afghanistan thehillcomblogscongress,"['president', 'biden', 'may', 'wish', 'done', 'afghanistan', 'clear', 'afghanistan', 'done', 'us', 'read', 'oped', 'unseen', 'challenges', 'remain', 'calamitous', 'withdrawal', 'afghanistan', 'thehillcomblogscongress']",8,54,False
263,Kyrsten Sinema,Senate,Democrat,AZ,,2021-10-04 15:20:49+00:00,Statement Following Events at ASU on Sunday https://t.co/4d3BF9P8CO,6410,2909,14263,1232,senatorsinema,Twitter,https://twitter.com/SenatorSinema/status/1445046253579079686,https://pbs.twimg.com/media/FA3V3fnWQAMwPJ5?format=png&name=small,[],statement following events asu sunday,"['statement', 'following', 'events', 'asu', 'sunday']",28,24814,True
264,Shelley Moore Capito,Senate,Republican,WV,,2021-10-04 15:20:47+00:00,"Alzheimer's disease is a deeply personal issue to me, as it is to millions of Americans.
 
The administration needs to implement a strategy to prevent and end this disease.

I led a group of bipartisan senators in urging @SecBecerra to address this urgent health crisis. https://t.co/O0CXoIPCIk",7,3,24,1,sencapito,Twitter,https://twitter.com/SenCapito/status/1445046245760897028,https://pbs.twimg.com/media/FA3V4PkXIAAgPaL?format=jpg&name=small,[],alzheimers disease deeply personal issue millions americansthe administration needs implement strategy prevent end diseasei led group bipartisan senators urging address urgent health crisis,"['alzheimers', 'disease', 'deeply', 'personal', 'issue', 'millions', 'americansthe', 'administration', 'needs', 'implement', 'strategy', 'prevent', 'end', 'diseasei', 'led', 'group', 'bipartisan', 'senators', 'urging', 'address', 'urgent', 'health', 'crisis']",-1,35,False
265,Maria Cantwell,Senate,Democrat,WA,,2021-10-04 15:16:23+00:00,"October is #BreastCancerAwarenessMonth. Breast cancer is the most frequently diagnosed cancer among women in Washington state. We must renew our commitment to fighting breast cancer by protecting access to affordable healthcare, including cancer screenings. https://t.co/Ovn6CjSqfI",3,8,26,1,senatorcantwell,Twitter,https://twitter.com/SenatorCantwell/status/1445045138913468416,https://pbs.twimg.com/media/FA3Uz_9WUAMPlT0?format=jpg&name=small,[],october breastcancerawarenessmonth breast cancer frequently diagnosed cancer among women washington state must renew commitment fighting breast cancer protecting access affordable healthcare including cancer screenings,"['october', 'breastcancerawarenessmonth', 'breast', 'cancer', 'frequently', 'diagnosed', 'cancer', 'among', 'women', 'washington', 'state', 'must', 'renew', 'commitment', 'fighting', 'breast', 'cancer', 'protecting', 'access', 'affordable', 'healthcare', 'including', 'cancer', 'screenings']",27,38,False
266,Mike Rounds,Senate,Republican,SD,,2021-10-04 15:16:16+00:00,"This week is National Newspaper Week. I want to recognize and thank everyone working for local newspapers in SD. From the editor to the ad sales rep and the reporter to the delivery person, you all play a vital role in keeping our communities connected, vibrant and strong.",15,3,23,0,senatorrounds,Twitter,https://twitter.com/SenatorRounds/status/1445045111562321921,,[],week national newspaper week want recognize thank everyone working local newspapers sd editor ad sales rep reporter delivery person play vital role keeping communities connected vibrant strong,"['week', 'national', 'newspaper', 'week', 'want', 'recognize', 'thank', 'everyone', 'working', 'local', 'newspapers', 'sd', 'editor', 'ad', 'sales', 'rep', 'reporter', 'delivery', 'person', 'play', 'vital', 'role', 'keeping', 'communities', 'connected', 'vibrant', 'strong']",1,41,False
267,Rob Portman,Senate,Republican,OH,,2021-10-04 15:05:54+00:00,"If the Afghan evacuees had been thoroughly vetted, the Biden administration could count how many are former allies versus others before they started independently leaving US bases. It’s been over a month, and they still have not been able to tell us.",22,5,12,2,senrobportman,Twitter,https://twitter.com/senrobportman/status/1445042500201295879,,[],afghan evacuees thoroughly vetted biden administration could count many former allies versus others started independently leaving us bases month still able tell us,"['afghan', 'evacuees', 'thoroughly', 'vetted', 'biden', 'administration', 'could', 'count', 'many', 'former', 'allies', 'versus', 'others', 'started', 'independently', 'leaving', 'us', 'bases', 'month', 'still', 'able', 'tell', 'us']",8,41,False
268,Rob Portman,Senate,Republican,OH,,2021-10-04 15:05:53+00:00,"Concerned that some Afghan evacuees are leaving US military bases prior to resettlement and forfeiting their benefits. Congress still doesn’t know how the vast majority have been vetted. We've been waiting a month+ for a classified briefing from @DHSgov
reuters.com/world/asia-pac…",32,9,19,5,senrobportman,Twitter,https://twitter.com/senrobportman/status/1445042498737475593,,['https://www.reuters.com/world/asia-pacific/exclusive-giant-can-worms-some-afghans-leave-us-military-bases-before-2021-10-01/'],concerned afghan evacuees leaving us military bases prior resettlement forfeiting benefits congress still doesnt know vast majority vetted weve waiting month classified briefing reuterscomworldasiapac,"['concerned', 'afghan', 'evacuees', 'leaving', 'us', 'military', 'bases', 'prior', 'resettlement', 'forfeiting', 'benefits', 'congress', 'still', 'doesnt', 'know', 'vast', 'majority', 'vetted', 'weve', 'waiting', 'month', 'classified', 'briefing', 'reuterscomworldasiapac']",8,65,False
269,Jacky Rosen,Senate,Democrat,NV,,2021-10-04 15:04:28+00:00,"All Nevadans deserve access to outdoor recreation, but too many Nevadans lack opportunities to visit these spaces.

I’m proud to help introduce the Outdoors for All Act that ensures our parks, playgrounds, and trails are equitably developed in our communities.",20,8,52,3,senjackyrosen,Twitter,https://twitter.com/SenJackyRosen/status/1445042141110079491,,[],nevadans deserve access outdoor recreation many nevadans lack opportunities visit spacesim proud help introduce outdoors act ensures parks playgrounds trails equitably developed communities,"['nevadans', 'deserve', 'access', 'outdoor', 'recreation', 'many', 'nevadans', 'lack', 'opportunities', 'visit', 'spacesim', 'proud', 'help', 'introduce', 'outdoors', 'act', 'ensures', 'parks', 'playgrounds', 'trails', 'equitably', 'developed', 'communities']",1,83,False
270,Tammy Baldwin,Senate,Democrat,WI,,2021-10-04 15:03:29+00:00,"Wisconsin reached more than 8,000 COVID-19 deaths on Friday.

We’ve lost too many Wisconsinites to this pandemic. Please #GetVaccinated — it’s safe, effective, and free. sen.gov/7V49",8,12,42,1,senatorbaldwin,Twitter,https://twitter.com/SenatorBaldwin/status/1445041893851770891,,['https://sen.gov/7V49'],wisconsin reached covid19 deaths fridayweve lost many wisconsinites pandemic please getvaccinated safe effective free sengov7v49,"['wisconsin', 'reached', 'covid19', 'deaths', 'fridayweve', 'lost', 'many', 'wisconsinites', 'pandemic', 'please', 'getvaccinated', 'safe', 'effective', 'free', 'sengov7v49']",3,63,False
271,Thom Tillis,Senate,Republican,NC,,2021-10-04 15:01:23+00:00,"Biden’s catch-and-release policies are fueling the record-breaking surge in illegal crossings.

Instead of denying reality, the Biden admin needs to start showing leadership &amp; take accountability for its policies that have created a crisis at the border.
m.washingtontimes.com/news/2021/oct/…",41,8,18,1,senthomtillis,Twitter,https://twitter.com/SenThomTillis/status/1445041364857729028,,['https://m.washingtontimes.com/news/2021/oct/3/catch-and-release-border-more-430000-august/?utm_source=Boomtrain&utm_medium=manual&utm_campaign=newsalert&utm_content=newsalert&utm_term=newsalert&bt_ee=B0yPInb62QmpwlLxYA45POvw3SUdspJ%2FR3JAFdSzJ8JKB6CpiMJIPovfrYQzzI7zjqF%2FcczZ151ywuMz7dM4Jg%3D%3D&bt_ts=1633351008099'],bidens catchandrelease policies fueling recordbreaking surge illegal crossingsinstead denying reality biden admin needs start showing leadership take accountability policies created crisis bordermwashingtontimescomnews2021oct,"['bidens', 'catchandrelease', 'policies', 'fueling', 'recordbreaking', 'surge', 'illegal', 'crossingsinstead', 'denying', 'reality', 'biden', 'admin', 'needs', 'start', 'showing', 'leadership', 'take', 'accountability', 'policies', 'created', 'crisis', 'bordermwashingtontimescomnews2021oct']",12,68,False
272,Michael F. Bennet,Senate,Democrat,CO,,2021-10-04 15:00:10+00:00,"@JohnCornyn &amp; I want to redesign mental and behavioral health care in America to address this disparity &amp; reimagine the entire system to improve the well-being of every American.

We want your feedback! Email mentalhealth@bennet.senate.gov with your ideas.bennet.senate.gov/public/index.c…",5,5,25,1,senatorbennet,Twitter,https://twitter.com/SenatorBennet/status/1445041056932847619,,['https://www.bennet.senate.gov/public/index.cfm/press-releases?id=CED5FA3C-A565-42EB-86B8-DA711F084488'],want redesign mental behavioral health care america address disparity reimagine entire system improve wellbeing every americanwe want feedback email mentalhealthsenategov ideasbennetsenategovpublicindexc,"['want', 'redesign', 'mental', 'behavioral', 'health', 'care', 'america', 'address', 'disparity', 'reimagine', 'entire', 'system', 'improve', 'wellbeing', 'every', 'americanwe', 'want', 'feedback', 'email', 'mentalhealthsenategov', 'ideasbennetsenategovpublicindexc']",11,36,False
273,Michael F. Bennet,Senate,Democrat,CO,,2021-10-04 15:00:09+00:00,"Over 2M Coloradans live in a community that does not have enough mental health professionals.

Everywhere I go in the state, people tell me that the mental health crisis is only growing.

This is a direct result of our inadequate mental health system. #MentalIllnessAwarenessWeek",14,17,98,3,senatorbennet,Twitter,https://twitter.com/SenatorBennet/status/1445041055288676353,,[],2m coloradans live community enough mental health professionalseverywhere go state people tell mental health crisis growingthis direct result inadequate mental health system mentalillnessawarenessweek,"['2m', 'coloradans', 'live', 'community', 'enough', 'mental', 'health', 'professionalseverywhere', 'go', 'state', 'people', 'tell', 'mental', 'health', 'crisis', 'growingthis', 'direct', 'result', 'inadequate', 'mental', 'health', 'system', 'mentalillnessawarenessweek']",11,132,False
274,Alex Padilla,Senate,Democrat,CA,,2021-10-04 14:57:37+00:00,"Last week, I voted to pass a federal funding bill that kept our government open and will deliver critical funding for California wildfire response, drought relief, and re-settlement of Afghan refugees.
modbee.com/news/californi…",3,7,43,0,senalexpadilla,Twitter,https://twitter.com/SenAlexPadilla/status/1445040418178150401,,['https://www.modbee.com/news/california/article254655777.html'],last week voted pass federal funding bill kept government open deliver critical funding california wildfire response drought relief resettlement afghan refugeesmodbeecomnewscaliforni,"['last', 'week', 'voted', 'pass', 'federal', 'funding', 'bill', 'kept', 'government', 'open', 'deliver', 'critical', 'funding', 'california', 'wildfire', 'response', 'drought', 'relief', 'resettlement', 'afghan', 'refugeesmodbeecomnewscaliforni']",1,53,False
275,Roger F. Wicker,Senate,Republican,MS,,2021-10-04 14:54:35+00:00,"Located in Ruleville, this statue celebrates the legacy of civil rights activist Fannie Lou Hamer, who was born Oct. 6, 1917. The statue is located within a memorial garden that is named in her honor. #MississippiMonday
📸 by U.S. Civil Rights Trail https://t.co/F5g4cy1fZJ",11,14,51,1,senatorwicker,Twitter,https://twitter.com/SenatorWicker/status/1445039654517055493,https://pbs.twimg.com/media/FA3P3W9XsAcYP23?format=jpg&name=small,[],located ruleville statue celebrates legacy civil rights activist fannie lou hamer born oct statue located within memorial garden named honor mississippimonday us civil rights trail,"['located', 'ruleville', 'statue', 'celebrates', 'legacy', 'civil', 'rights', 'activist', 'fannie', 'lou', 'hamer', 'born', 'oct', 'statue', 'located', 'within', 'memorial', 'garden', 'named', 'honor', 'mississippimonday', 'us', 'civil', 'rights', 'trail']",11,77,False
276,Richard J. Durbin,Senate,Democrat,IL,,2021-10-04 14:52:34+00:00,"If you are in a crisis, or know someone else who is, please do not hesitate to call the National Suicide Prevention hotline at 1-800-273-TALK (8255). You could save a life.",8,21,86,0,senatordurbin,Twitter,https://twitter.com/SenatorDurbin/status/1445039146322604039,,[],crisis know someone else please hesitate call national suicide prevention hotline 1800273talk could save life,"['crisis', 'know', 'someone', 'else', 'please', 'hesitate', 'call', 'national', 'suicide', 'prevention', 'hotline', '1800273talk', 'could', 'save', 'life']",11,115,False
277,Richard J. Durbin,Senate,Democrat,IL,,2021-10-04 14:52:34+00:00,"Sending my prayers to the family and friends of Illinois State Trooper Gerald Mason. May he rest in peace.
abc7chicago.com/trooper-gerald…",7,23,168,0,senatordurbin,Twitter,https://twitter.com/SenatorDurbin/status/1445039145034862592,,['https://abc7chicago.com/trooper-gerald-mason-illinois-state-police-dan-ryan-expressway-shooting/11072771/'],sending prayers family friends illinois state trooper gerald mason may rest peaceabc7chicagocomtroopergerald,"['sending', 'prayers', 'family', 'friends', 'illinois', 'state', 'trooper', 'gerald', 'mason', 'may', 'rest', 'peaceabc7chicagocomtroopergerald']",6,198,False
278,Marsha Blackburn,Senate,Republican,TN,,2021-10-04 14:50:13+00:00,Fauci is a grinch who is prepared to take every right given to Americans. foxnews.com/media/fauci-sl…,167,75,278,13,marshablackburn,Twitter,https://twitter.com/MarshaBlackburn/status/1445038555324162048,,['https://www.foxnews.com/media/fauci-slammed-claiming-too-soon-to-consider-christmas'],fauci grinch prepared take every right given americans foxnewscommediafaucisl,"['fauci', 'grinch', 'prepared', 'take', 'every', 'right', 'given', 'americans', 'foxnewscommediafaucisl']",-1,533,False
279,Jeanne Shaheen,Senate,Democrat,NH,,2021-10-04 14:38:58+00:00,"This year, an estimated 43,600 Americans will die from breast cancer. These are our loved ones, friends and community members. This #NationalBreastCancerAwarenessMonth, let's recommit to raising awareness, removing barriers to treatment and bolstering efforts in search of a cure. https://t.co/wrxPQEDKcP",7,6,17,0,senatorshaheen,Twitter,https://twitter.com/SenatorShaheen/status/1445035723703431174,https://pbs.twimg.com/media/FA3MOssWEAY7pgH?format=jpg&name=small,[],year estimated americans die breast cancer loved ones friends community members nationalbreastcancerawarenessmonth lets recommit raising awareness removing barriers treatment bolstering efforts search cure,"['year', 'estimated', 'americans', 'die', 'breast', 'cancer', 'loved', 'ones', 'friends', 'community', 'members', 'nationalbreastcancerawarenessmonth', 'lets', 'recommit', 'raising', 'awareness', 'removing', 'barriers', 'treatment', 'bolstering', 'efforts', 'search', 'cure']",27,30,False
280,Steve Daines,Senate,Republican,MT,,2021-10-04 14:30:10+00:00,".@JoeBiden's disastrous withdrawal from Afghanistan failed U.S. troops and left us more vulnerable to terrorist attacks. 

There must be accountability. The American people deserve answers. kulr8.com/helena/sen-dai…",63,18,56,7,stevedaines,Twitter,https://twitter.com/SteveDaines/status/1445033507806453762,,['https://www.kulr8.com/helena/sen-daines-calling-for-official-investigation-into-afghanistan-withdrawal/article_27e39d0c-88cb-5cae-91be-a02f5cf6840b.html'],disastrous withdrawal afghanistan failed us troops left us vulnerable terrorist attacks must accountability american people deserve answers kulr8comhelenasendai,"['disastrous', 'withdrawal', 'afghanistan', 'failed', 'us', 'troops', 'left', 'us', 'vulnerable', 'terrorist', 'attacks', 'must', 'accountability', 'american', 'people', 'deserve', 'answers', 'kulr8comhelenasendai']",8,144,False
281,Roger F. Wicker,Senate,Republican,MS,,2021-10-04 14:29:20+00:00,"Facebook has known its platforms cause harm, but it has actively withheld the truth from the public.

It is time to hold Facebook and other Big Tech firms accountable. #WickerReport 

wicker.senate.gov/public/index.c…",17,2,17,2,senatorwicker,Twitter,https://twitter.com/SenatorWicker/status/1445033299014045706,,['https://www.wicker.senate.gov/public/index.cfm/2021/10/wicker-raises-concern-over-instagram-s-effects-on-children'],facebook known platforms cause harm actively withheld truth publicit time hold facebook big tech firms accountable wickerreport wickersenategovpublicindexc,"['facebook', 'known', 'platforms', 'cause', 'harm', 'actively', 'withheld', 'truth', 'publicit', 'time', 'hold', 'facebook', 'big', 'tech', 'firms', 'accountable', 'wickerreport', 'wickersenategovpublicindexc']",4,38,False
282,Jeff Merkley,Senate,Democrat,OR,,2021-10-04 14:20:08+00:00,"In 29 states, Americans can still be thrown out of a restaurant, denied a loan, or even evicted under state law because of who they are or whom they love. We need to right these wrongs by passing the #EqualityAct.",24,149,677,3,senjeffmerkley,Twitter,https://twitter.com/SenJeffMerkley/status/1445030982290137088,,[],states americans still thrown restaurant denied loan even evicted state law love need right wrongs passing equalityact,"['states', 'americans', 'still', 'thrown', 'restaurant', 'denied', 'loan', 'even', 'evicted', 'state', 'law', 'love', 'need', 'right', 'wrongs', 'passing', 'equalityact']",0,853,False
