,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,topic,enga,engaSum
339,Jeff Fortenberry,House,Republican,NE,1,2021-05-19 15:02:50.000000,Pleased to meet today with #Nebraska Independent Community Bankers. We discussed the US economy and the success of the #PPP. Thank you for all you do to keep our communities vibrant!,3,0,9,0,jefffortenberry,Facebook,https://facebook.com/jefffortenberry/posts/10162554061002355,,,pleased meet today nebraska independent community bankers discussed us economy success ppp thank keep communities vibrant,"['pleased', 'meet', 'today', 'nebraska', 'independent', 'community', 'bankers', 'discussed', 'us', 'economy', 'success', 'ppp', 'thank', 'keep', 'communities', 'vibrant']",24,12,7618
428,House Committee on Transportation and Infrastructure,House,N/A,N/A,N/A,2021-05-19 20:10:33+00:00,"Congratulations are in order for former T&amp;I staff member @JenniferHomendy, who is an excellent choice to lead @NTSB! We look forward to working with her and everyone at NTSB to advance transportation safety for all. whitehouse.gov/briefing-room/…",0,2,10,0,transportdems,Twitter,https://twitter.com/TransportDems/status/1395109645178527744,,['https://www.whitehouse.gov/briefing-room/statements-releases/2021/05/19/president-biden-announces-his-intent-to-nominate-jennifer-homendy-for-chair-of-the-national-transportation-safety-board/'],congratulations order former tampi staff member excellent choice lead look forward working everyone ntsb advance transportation safety whitehousegovbriefingroom,"['congratulations', 'order', 'former', 'tampi', 'staff', 'member', 'excellent', 'choice', 'lead', 'look', 'forward', 'working', 'everyone', 'ntsb', 'advance', 'transportation', 'safety', 'whitehousegovbriefingroom']",21,12,3422
306,Jim Cooper,House,Democrat,TN,5,2021-05-19 17:57:06.000000,"Tennessee Emergency Management Agency and FEMA Federal Emergency Management Agency will open a Multi-Agency Recovery Center this weekend in Nashville.

If you were impacted by the March-April flooding events, visit Plaza Mariachi Music City this Saturday from 10am-6pm. More info⬇",0,0,12,0,JimCooper,Facebook,https://facebook.com/JimCooper/posts/10159405398286392,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/188375097_10159405397966392_3739358491535861479_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&_nc_ohc=tasGqPoqYHgAX8bX7FS&_nc_ht=scontent-iad3-2.xx&tp=14&oh=d76deb4c926a0b0e55d643f112ce008d&oe=60CAEA62,,tennessee emergency management agency fema federal emergency management agency open multiagency recovery center weekend nashvilleif impacted marchapril flooding events visit plaza mariachi music city saturday 10am6pm info,"['tennessee', 'emergency', 'management', 'agency', 'fema', 'federal', 'emergency', 'management', 'agency', 'open', 'multiagency', 'recovery', 'center', 'weekend', 'nashvilleif', 'impacted', 'marchapril', 'flooding', 'events', 'visit', 'plaza', 'mariachi', 'music', 'city', 'saturday', '10am6pm', 'info']",20,12,1923
248,Mazie K. Hirono,Senate,Democrat,HI,,2021-05-19 12:10:24.000000,no text,2,0,10,0,senatorhirono,Facebook,https://facebook.com/senatorhirono/posts/2257202231079048,,,text,['text'],27,12,5149
444,Senate Committee on Foreign Relations,Senate,N/A,N/A,N/A,2021-05-19 17:36:28+00:00,"Considering the dangers posed by authoritarian regimes in our Western Hem. &amp; the structural challenges facing our international orgs., nominees overseeing these issues at the @StateDept serve an important role.
 
My full remarks from today’s hearing. ⬇️
 
foreign.senate.gov/press/ranking/…",2,0,10,0,senateforeign,Twitter,https://twitter.com/SenateForeign/status/1395070865876860931,,['https://www.foreign.senate.gov/press/ranking/release/ranking-member-risch-opening-statement-at-nomination-hearing-for-assistant-secretaries-of-state'],considering dangers posed authoritarian regimes western hem structural challenges facing international orgs nominees overseeing issues serve important role full remarks todays hearing foreignsenategovpressranking,"['considering', 'dangers', 'posed', 'authoritarian', 'regimes', 'western', 'hem', 'structural', 'challenges', 'facing', 'international', 'orgs', 'nominees', 'overseeing', 'issues', 'serve', 'important', 'role', 'full', 'remarks', 'todays', 'hearing', 'foreignsenategovpressranking']",02,12,477
196,Robert Menendez,Senate,Democrat,NJ,,2021-05-19 15:00:42.000000,"PARENTS: You know how you're always asking your kids to get off their phones and stop texting?

Well here's one time to encourage it! NJ is now offering vaccines to all children ages 12+, and you can text 438829 to find your nearest site.",1,0,11,0,senatormenendez,Facebook,https://facebook.com/senatormenendez/posts/10159255137756358,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/184507374_10159255137576358_6869393977141303993_n.png?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=EAe97fbYJVcAX-v6PX3&_nc_ht=scontent-iad3-2.xx&oh=fe21dfe0602e3455d4160d8b69a84436&oe=60CC0DA1,,parents know youre always asking kids get phones stop textingwell heres one time encourage nj offering vaccines children ages text find nearest site,"['parents', 'know', 'youre', 'always', 'asking', 'kids', 'get', 'phones', 'stop', 'textingwell', 'heres', 'one', 'time', 'encourage', 'nj', 'offering', 'vaccines', 'children', 'ages', 'text', 'find', 'nearest', 'site']",18,12,7620
360,Patrick T. McHenry,House,Republican,NC,10,2021-05-19 13:09:20.000000,"I am inviting all Rockingham County constituents that need help with a federal agency such as the Social Security Administration or the Department of Veterans’ Affairs to attend my office hours on Friday where staff will be available to assist you. The office hours will be held in Rockingham County on Friday, May 21st from 2 PM – 5 PM at the Eden City Hall located at 308 East Stadium Drive in Eden. Click here to learn more: https://mchenry.house.gov/news/documentsingle.aspx?DocumentID=402904

MCHENRY.HOUSE.GOV
Congressman McHenry’s Staff to Hold Office Hours in Eden",1,2,8,0,CongressmanMcHenry,Facebook,https://facebook.com/CongressmanMcHenry/posts/10159378834014804,,https://mchenry.house.gov/news/documentsingle.aspx?DocumentID=402904,inviting rockingham county constituents need help federal agency social security administration department veterans affairs attend office hours friday staff available assist office hours held rockingham county friday may 21st pm pm eden city hall located east stadium drive eden click learn mchenryhousegovcongressman mchenrys staff hold office hours eden,"['inviting', 'rockingham', 'county', 'constituents', 'need', 'help', 'federal', 'agency', 'social', 'security', 'administration', 'department', 'veterans', 'affairs', 'attend', 'office', 'hours', 'friday', 'staff', 'available', 'assist', 'office', 'hours', 'held', 'rockingham', 'county', 'friday', 'may', '21st', 'pm', 'pm', 'eden', 'city', 'hall', 'located', 'east', 'stadium', 'drive', 'eden', 'click', 'learn', 'mchenryhousegovcongressman', 'mchenrys', 'staff', 'hold', 'office', 'hours', 'eden']",22,11,31386
330,Jim Cooper,House,Democrat,TN,5,2021-05-19 15:48:31.000000,"Davidson Co. residents whose homes are uninhabitable due to the Mar 25-Apr 3 storms & flooding may be eligible for temp rental assistance from FEMA Federal Emergency Management Agency. The money can pay monthly rent, a security deposit, or utility bills. To apply call 800-621-3362 or visit https://disasterassistance.gov

DISASTERASSISTANCE.GOV
Home | disasterassistance.gov",0,2,9,0,JimCooper,Facebook,https://facebook.com/JimCooper/posts/10159405172446392,,https://disasterassistance.gov/,davidson co residents whose homes uninhabitable due mar 25apr storms flooding may eligible temp rental assistance fema federal emergency management agency money pay monthly rent security deposit utility bills apply call visit disasterassistancegovhome disasterassistancegov,"['davidson', 'co', 'residents', 'whose', 'homes', 'uninhabitable', 'due', 'mar', '25apr', 'storms', 'flooding', 'may', 'eligible', 'temp', 'rental', 'assistance', 'fema', 'federal', 'emergency', 'management', 'agency', 'money', 'pay', 'monthly', 'rent', 'security', 'deposit', 'utility', 'bills', 'apply', 'call', 'visit', 'disasterassistancegovhome', 'disasterassistancegov']",20,11,1923
333,Henry Cuellar,House,Democrat,TX,28,2021-05-19 15:31:39.000000,"La vacuna contra el COVID-19 es segura y la forma más eficaz de protegerlo a usted y a sus seres queridos de enfermarse.

Me preocupo por ti; por favor tenga cuidado.

Envíe un mensaje de texto con su código postal al 822862 (VACUNA).",0,0,11,0,152569121550,Facebook,https://facebook.com/152569121550/posts/10157918478786551,,,la vacuna contra el covid19 es segura la forma ms eficaz de protegerlo usted sus seres queridos de enfermarseme preocupo por ti por favor tenga cuidadoenve un mensaje de texto con su cdigo postal al vacuna,"['la', 'vacuna', 'contra', 'el', 'covid19', 'es', 'segura', 'la', 'forma', 'ms', 'eficaz', 'de', 'protegerlo', 'usted', 'sus', 'seres', 'queridos', 'de', 'enfermarseme', 'preocupo', 'por', 'ti', 'por', 'favor', 'tenga', 'cuidadoenve', 'un', 'mensaje', 'de', 'texto', 'con', 'su', 'cdigo', 'postal', 'al', 'vacuna']",02,11,477
96,Don Bacon,House,Republican,NE,2,2021-05-19 15:17:16+00:00,"A service life extension program for Minuteman III is more expensive and less efficient than a replacement, and does not close today or tomorrow's operational gaps. These facts are undeniable. Now is the time to bolster our #strategicdeterrence posture, not hinder it. #gbsd twitter.com/AFGlobalStrike…",3,2,6,0,repdonbacon,Twitter,https://twitter.com/RepDonBacon/status/1395035834747863047,,['https://twitter.com/AFGlobalStrike/status/1393286747753172999'],service life extension program minuteman iii expensive less efficient replacement close today tomorrows operational gaps facts undeniable time bolster strategicdeterrence posture hinder gbsd twittercomafglobalstrike,"['service', 'life', 'extension', 'program', 'minuteman', 'iii', 'expensive', 'less', 'efficient', 'replacement', 'close', 'today', 'tomorrows', 'operational', 'gaps', 'facts', 'undeniable', 'time', 'bolster', 'strategicdeterrence', 'posture', 'hinder', 'gbsd', 'twittercomafglobalstrike']",05,11,1503
286,Doris O. Matsui,House,Democrat,CA,6,2021-05-19 20:01:32.000000,"Yesterday, I spoke on the House floor in support of Congresswoman Judy Chu's resolution condemning the horrific shootings in Atlanta and reaffirming the House’s commitment to combating hate and violence against the AAPI community.

As we honor #AAPIHeritageMonth, passing this bill is an important step to #StopAsianHate and come together to help heal our communities and move forward united.",0,0,11,0,doris.matsui,Facebook,https://facebook.com/doris.matsui/videos/523268645705856,,,yesterday spoke house floor support congresswoman judy chus resolution condemning horrific shootings atlanta reaffirming houses commitment combating hate violence aapi communityas honor aapiheritagemonth passing bill important step stopasianhate come together help heal communities move forward united,"['yesterday', 'spoke', 'house', 'floor', 'support', 'congresswoman', 'judy', 'chus', 'resolution', 'condemning', 'horrific', 'shootings', 'atlanta', 'reaffirming', 'houses', 'commitment', 'combating', 'hate', 'violence', 'aapi', 'communityas', 'honor', 'aapiheritagemonth', 'passing', 'bill', 'important', 'step', 'stopasianhate', 'come', 'together', 'help', 'heal', 'communities', 'move', 'forward', 'united']",25,11,70271
72,Kevin Hern,House,Republican,OK,1,2021-05-19 17:39:24+00:00,"The #RSCBudget is the most pro-life budget ever introduced, with 17 pieces of pro-life legislation included. https://t.co/XBrlNFScCG",5,1,5,0,repkevinhern,Twitter,https://twitter.com/repkevinhern/status/1395071606318419972,https://pbs.twimg.com/media/E1xKM8mXEAUEulE?format=jpg&name=small,[],rscbudget prolife budget ever introduced pieces prolife legislation included,"['rscbudget', 'prolife', 'budget', 'ever', 'introduced', 'pieces', 'prolife', 'legislation', 'included']",17,11,2005
467,House Committee on Veterans' Affairs,House,N/A,N/A,N/A,2021-05-19 13:52:22+00:00,"STARTING SOON ➡️ Tune in at 10am EST to watch live the Subcommittee on Oversight &amp; Investigations virtual hearing, ""Protecting Whistleblowers and Promoting Accountability: Is VA Making Progress?""

STREAM:
youtu.be/3bFNUq5HJd8",1,2,6,1,housevetaffairs,Twitter,https://twitter.com/HouseVetAffairs/status/1395014472255819777,,['https://youtu.be/3bFNUq5HJd8'],starting soon tune 10am est watch live subcommittee oversight investigations virtual hearing protecting whistleblowers promoting accountability va making progressstreamyoutube3bfnuq5hjd8,"['starting', 'soon', 'tune', '10am', 'est', 'watch', 'live', 'subcommittee', 'oversight', 'investigations', 'virtual', 'hearing', 'protecting', 'whistleblowers', 'promoting', 'accountability', 'va', 'making', 'progressstreamyoutube3bfnuq5hjd8']",19,10,1071
130,Mike Rounds,Senate,Republican,SD,,2021-05-19 19:37:08.000000,no text,1,0,9,0,SenatorMikeRounds,Facebook,https://facebook.com/SenatorMikeRounds/posts/4448098298568316,,,text,['text'],06,10,18064
445,House Committee on Rules,House,N/A,N/A,N/A,2021-05-19 17:15:37+00:00,#NOW Chairman @RepMcGovern manages the rule for H.R. 3237 and H.R. 3233-- establishing a bipartisan January 6th Commission. Watch live: c-span.org/event/?511820/…,0,2,8,0,rulesdemocrats,Twitter,https://twitter.com/RulesDemocrats/status/1395065620958490629,,['https://www.c-span.org/event/?511820/house-representatives'],chairman manages rule hr hr establishing bipartisan january 6th commission watch live cspanorgevent511820,"['chairman', 'manages', 'rule', 'hr', 'hr', 'establishing', 'bipartisan', 'january', '6th', 'commission', 'watch', 'live', 'cspanorgevent511820']",06,10,18064
470,House Committee on Armed Services,House,N/A,N/A,N/A,2021-05-19 12:41:05+00:00,"NEW: @RepMikeRogersAL &amp; @JimInhofe, the Ranking Members of the House and Senate Armed Services Committees, released a joint statement opposing the creation of a Quick Reaction Force in the D.C. National Guard. 

Statement⬇️
republicans-armedservices.house.gov/news/press-rel… https://t.co/uqu6njO4BY",1,3,5,0,hascrepublicans,Twitter,https://twitter.com/HASCRepublicans/status/1394996532282281987,https://pbs.twimg.com/media/E1wF1kkWQAsc8GT?format=png&name=small,['https://republicans-armedservices.house.gov/news/press-releases/rogers-inhofe-opposed-creation-national-guard-quick-reaction-force-house'],new ranking members house senate armed services committees released joint statement opposing creation quick reaction force dc national guard statementrepublicansarmedserviceshousegovnewspressrel,"['new', 'ranking', 'members', 'house', 'senate', 'armed', 'services', 'committees', 'released', 'joint', 'statement', 'opposing', 'creation', 'quick', 'reaction', 'force', 'dc', 'national', 'guard', 'statementrepublicansarmedserviceshousegovnewspressrel']",09,9,1562
57,Jenniffer González-Colón,House,Republican,PR,0,2021-05-19 18:43:31+00:00,May 19 is Hepatitis Testing Day! Should you get tested for viral hepatitis? Learn the ABCs of viral hepatitis to find out if you should get tested. bit.ly/2RjE8nI https://t.co/qc5EiMRGB2,2,3,4,0,repjenniffer,Twitter,https://twitter.com/RepJenniffer/status/1395087741164138498,https://pbs.twimg.com/media/E1xY5_JWYAAqFdu?format=jpg&name=small,['https://bit.ly/2RjE8nI'],may hepatitis testing day get tested viral hepatitis learn abcs viral hepatitis find get tested bitly2rje8ni,"['may', 'hepatitis', 'testing', 'day', 'get', 'tested', 'viral', 'hepatitis', 'learn', 'abcs', 'viral', 'hepatitis', 'find', 'get', 'tested', 'bitly2rje8ni']",18,9,7620
64,Kevin Hern,House,Republican,OK,1,2021-05-19 18:26:46+00:00,We’re standing strong for the issues that matter to Americans – and we’re crystal clear about how to pay for it. #RSCBudget,3,2,4,0,repkevinhern,Twitter,https://twitter.com/repkevinhern/status/1395083527201427461,,[],standing strong issues matter americans crystal clear pay rscbudget,"['standing', 'strong', 'issues', 'matter', 'americans', 'crystal', 'clear', 'pay', 'rscbudget']",07,9,50237
4,Tom O’Halleran,House,Democrat,AZ,1,2021-05-20 03:00:01+00:00,"As we work towards a clean energy future, we must ensure coal-transition communities receive the resources &amp; assistance needed to make a full economic recovery. In today's @EnergyCommerce hearing, I spoke about the steps needed to effectively invest in impacted #AZ01 communities. https://t.co/kcLj47F1NZ",1,3,5,0,repohalleran,Twitter,https://twitter.com/RepOHalleran/status/1395212690411425792,https://pbs.twimg.com/media/E1x4X01WUAQRZV5.jpg,[],work towards clean energy future must ensure coaltransition communities receive resources assistance needed make full economic recovery todays hearing spoke steps needed effectively invest impacted az01 communities,"['work', 'towards', 'clean', 'energy', 'future', 'must', 'ensure', 'coaltransition', 'communities', 'receive', 'resources', 'assistance', 'needed', 'make', 'full', 'economic', 'recovery', 'todays', 'hearing', 'spoke', 'steps', 'needed', 'effectively', 'invest', 'impacted', 'az01', 'communities']",11,9,3634
353,"Charles J. ""Chuck"" Fleischmann",House,Republican,TN,3,2021-05-19 13:48:17.000000,"Leo Sain was an extraordinary man, and I am honored to have been his friend and congressman. Forgoing a career as a professional baseball player, Leo chose to serve his country by joining the Navy and later worked as a contractor for the Department of Energy. His leadership, dedication, and knowledge left an indelible mark on the Environmental Management cleanup mission and on the careers of the countless people he mentored. He will be deeply missed.

https://www.oakridger.com/obituaries/story-obituaries-2021-05-18-leo-h-sain-5156341001

OAKRIDGER.COM
Leo H. Sain",3,0,6,0,repchuck,Facebook,https://facebook.com/repchuck/posts/4334231649921817,,https://www.oakridger.com/obituaries/story-obituaries-2021-05-18-leo-h-sain-5156341001,leo sain extraordinary man honored friend congressman forgoing career professional baseball player leo chose serve country joining navy later worked contractor department energy leadership dedication knowledge left indelible mark environmental management cleanup mission careers countless people mentored deeply missedoakridgercomleo h sain,"['leo', 'sain', 'extraordinary', 'man', 'honored', 'friend', 'congressman', 'forgoing', 'career', 'professional', 'baseball', 'player', 'leo', 'chose', 'serve', 'country', 'joining', 'navy', 'later', 'worked', 'contractor', 'department', 'energy', 'leadership', 'dedication', 'knowledge', 'left', 'indelible', 'mark', 'environmental', 'management', 'cleanup', 'mission', 'careers', 'countless', 'people', 'mentored', 'deeply', 'missedoakridgercomleo', 'h', 'sain']",26,9,2033
334,Cathy McMorris Rodgers,House,Republican,WA,5,2021-05-19 15:31:32.000000,"TUNE IN: I am joining Americans for Prosperity to discuss how America can lead the world in finding life-saving cures and treatments for debilitating diseases by unleashing innovation and embracing bold, American ingenuity.

Americans for Prosperity was live.
4 hrs ·

Join us as we go live with Congresswoman Cathy McMorris Rodgers and AFP President Tim Phillips to discuss crucial issues such as infrastructure, healthcare, and more!",2,0,7,0,mcmorrisrodgers,Facebook,https://facebook.com/mcmorrisrodgers/posts/10159457228504772,,,tune joining americans prosperity discuss america lead world finding lifesaving cures treatments debilitating diseases unleashing innovation embracing bold american ingenuityamericans prosperity live4 hrs join us go live congresswoman cathy mcmorris rodgers afp president tim phillips discuss crucial issues infrastructure healthcare,"['tune', 'joining', 'americans', 'prosperity', 'discuss', 'america', 'lead', 'world', 'finding', 'lifesaving', 'cures', 'treatments', 'debilitating', 'diseases', 'unleashing', 'innovation', 'embracing', 'bold', 'american', 'ingenuityamericans', 'prosperity', 'live4', 'hrs', 'join', 'us', 'go', 'live', 'congresswoman', 'cathy', 'mcmorris', 'rodgers', 'afp', 'president', 'tim', 'phillips', 'discuss', 'crucial', 'issues', 'infrastructure', 'healthcare']",07,9,50237
412,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-05-19 23:27:20+00:00,"""We must work together to help our ally defend itself from Hamas and other threats, and to cut off the support to Hamas that enables it to kill and injure Israeli and Palestinian civilians.""

Read the full letter here⬇️
gop-foreignaffairs.house.gov/press-release/…",0,5,4,0,houseforeigngop,Twitter,https://twitter.com/HouseForeignGOP/status/1395159163806834689,,['https://gop-foreignaffairs.house.gov/press-release/mccaul-leads-over-100-republicans-in-letter-to-president-biden-supporting-israels-right-to-self-defense-against-hamas-terrorists/'],must work together help ally defend hamas threats cut support hamas enables kill injure israeli palestinian civiliansread full letter heregopforeignaffairshousegovpressrelease,"['must', 'work', 'together', 'help', 'ally', 'defend', 'hamas', 'threats', 'cut', 'support', 'hamas', 'enables', 'kill', 'injure', 'israeli', 'palestinian', 'civiliansread', 'full', 'letter', 'heregopforeignaffairshousegovpressrelease']",25,9,70271
251,Jeanne Shaheen,Senate,Democrat,NH,,2021-05-19 11:54:43.000000,"Are you a North Country resident waiting for a COVID-19 vaccine? This Friday from 12 PM-6 PM, a drive-through mass vaccine clinic will be held at the Lancaster Fairgrounds. Help us get to the other side of this crisis by making your appointment today at vaccines.nh.gov. –J.S.

WMUR.COM
Upcoming clinic: Get COVID-19 vaccine shot, get a Lancaster Fair ticket",0,0,8,0,SenatorShaheen,Facebook,https://facebook.com/SenatorShaheen/posts/4403225583043212,,http://vaccines.nh.gov/,north country resident waiting covid19 vaccine friday pm6 pm drivethrough mass vaccine clinic held lancaster fairgrounds help us get side crisis making appointment today vaccinesnhgov jswmurcomupcoming clinic get covid19 vaccine shot get lancaster fair ticket,"['north', 'country', 'resident', 'waiting', 'covid19', 'vaccine', 'friday', 'pm6', 'pm', 'drivethrough', 'mass', 'vaccine', 'clinic', 'held', 'lancaster', 'fairgrounds', 'help', 'us', 'get', 'side', 'crisis', 'making', 'appointment', 'today', 'vaccinesnhgov', 'jswmurcomupcoming', 'clinic', 'get', 'covid19', 'vaccine', 'shot', 'get', 'lancaster', 'fair', 'ticket']",22,8,31386
105,Don Bacon,House,Republican,NE,2,2021-05-19 14:00:00+00:00,"I gave a floor speech honoring Dir. Don Burman from the Nebraska-Western Iowa Health Care System. He has advocated for our veterans &amp; has accomplished so much in his military service, civil service &amp; his private career. His retirement is well deserved, and I wish him the best. https://t.co/yMCMdPu0UJ",0,1,7,0,repdonbacon,Twitter,https://twitter.com/RepDonBacon/status/1395016390189338630,https://pbs.twimg.com/amplify_video_thumb/1395008161262850052/img/QK7LW1RS2IJzLVU-.jpg,[],gave floor speech honoring dir burman nebraskawestern iowa health care system advocated veterans accomplished much military service civil service private career retirement well deserved wish best,"['gave', 'floor', 'speech', 'honoring', 'dir', 'burman', 'nebraskawestern', 'iowa', 'health', 'care', 'system', 'advocated', 'veterans', 'accomplished', 'much', 'military', 'service', 'civil', 'service', 'private', 'career', 'retirement', 'well', 'deserved', 'wish', 'best']",05,8,1503
170,James E. Risch,Senate,Republican,ID,,2021-05-19 16:16:10.000000,"In honor of #SupportLocalGems, I’m recognizing six small businesses as #Idaho Small Businesses of the Month.

Read about how these local gems have made a lasting impact on their communities. 👇

RISCH.SENATE.GOV
Risch Names Small Businesses of the Month in Support Local Gems Effort",1,0,7,0,senatorjimrisch,Facebook,https://facebook.com/senatorjimrisch/posts/1470040663349648,,https://www.risch.senate.gov/public/index.cfm/pressreleases?ID=B027849C-9A23-4984-A634-AE9FF5D5B50A,honor supportlocalgems im recognizing six small businesses idaho small businesses monthread local gems made lasting impact communities rischsenategovrisch names small businesses month support local gems effort,"['honor', 'supportlocalgems', 'im', 'recognizing', 'six', 'small', 'businesses', 'idaho', 'small', 'businesses', 'monthread', 'local', 'gems', 'made', 'lasting', 'impact', 'communities', 'rischsenategovrisch', 'names', 'small', 'businesses', 'month', 'support', 'local', 'gems', 'effort']",04,8,639
446,House Committee on Financial Services,House,N/A,N/A,N/A,2021-05-19 17:13:55+00:00,"Clear rules of the road allow financial institutions to harness the power of technology and create a more inclusive financial system. 

The Valid-When-Made ruling and @USOCC's True Lender rule facilitate increased access to credit at lower costs for American workers and families. https://t.co/jRH31CjplT",4,1,3,0,financialcmte,Twitter,https://twitter.com/FinancialCmte/status/1395065191080120325,https://pbs.twimg.com/media/E1xEW-UXEAA1R5t?format=jpg&name=small,[],clear rules road allow financial institutions harness power technology create inclusive financial system validwhenmade ruling true lender rule facilitate increased access credit lower costs american workers families,"['clear', 'rules', 'road', 'allow', 'financial', 'institutions', 'harness', 'power', 'technology', 'create', 'inclusive', 'financial', 'system', 'validwhenmade', 'ruling', 'true', 'lender', 'rule', 'facilitate', 'increased', 'access', 'credit', 'lower', 'costs', 'american', 'workers', 'families']",12,8,3059
483,House Committee on Education and Labor Republicans,House,N/A,N/A,N/A,2021-05-19 14:48:49.000000,"BREAKING: EVERY House Committee on Education and Labor Republicans member calls out Secretary Miguel Cardona for pushing critical race theory

Instead of trying to indoctrinate students, the U.S. Department of Education should support ""our nation’s founding principles of equality and unalienable rights""

REPUBLICANS-EDLABOR.HOUSE.GOV
@EdLaborGOP Presses Cardona on Critical Race Theory",2,4,2,0,EdLaborGOP,Facebook,https://facebook.com/EdLaborGOP/posts/10159226590979860,,https://republicans-edlabor.house.gov/news/documentsingle.aspx?DocumentID=407503,breaking every house committee education labor republicans member calls secretary miguel cardona pushing critical race theoryinstead trying indoctrinate students us department education support nations founding principles equality unalienable rightsrepublicansedlaborhousegov presses cardona critical race theory,"['breaking', 'every', 'house', 'committee', 'education', 'labor', 'republicans', 'member', 'calls', 'secretary', 'miguel', 'cardona', 'pushing', 'critical', 'race', 'theoryinstead', 'trying', 'indoctrinate', 'students', 'us', 'department', 'education', 'support', 'nations', 'founding', 'principles', 'equality', 'unalienable', 'rightsrepublicansedlaborhousegov', 'presses', 'cardona', 'critical', 'race', 'theory']",09,8,1562
83,Tom O’Halleran,House,Democrat,AZ,1,2021-05-19 16:17:17+00:00,"Today, on National Asian and Pacific Islander HIV/AIDS Awareness Day, we recognize the impact of HIV on AAPI communities, commit to working to erase the stigma surrounding HIV, and increase access to prevention, care, and treatment. #NAPIHAAD #AZ01 https://t.co/hgN6oPRg95",2,2,4,0,repohalleran,Twitter,https://twitter.com/RepOHalleran/status/1395050940894433288,https://pbs.twimg.com/media/E1w3Pm2XsAA0Lje?format=jpg&name=small,[],today national asian pacific islander hivaids awareness day recognize impact hiv aapi communities commit working erase stigma surrounding hiv increase access prevention care treatment napihaad az01,"['today', 'national', 'asian', 'pacific', 'islander', 'hivaids', 'awareness', 'day', 'recognize', 'impact', 'hiv', 'aapi', 'communities', 'commit', 'working', 'erase', 'stigma', 'surrounding', 'hiv', 'increase', 'access', 'prevention', 'care', 'treatment', 'napihaad', 'az01']",24,8,7618
438,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-05-19 18:15:21+00:00,LR @RepMcCaul on @SecBlinken’s participation at the @ArcticCouncil Ministerial this week⬇️ https://t.co/UniRwBuRoO,2,1,5,0,houseforeigngop,Twitter,https://twitter.com/HouseForeignGOP/status/1395080654115704836,https://pbs.twimg.com/media/E1xSdDuX0AIP7xT?format=jpg&name=small,[],lr participation ministerial week,"['lr', 'participation', 'ministerial', 'week']",25,8,70271
308,"Frank Pallone, Jr.",House,Democrat,NJ,6,2021-05-19 17:55:31.000000,"The Colonial Pipeline cyberattack shows we must make our energy infrastructure more secure, reliable & resilient.

I spoke with Secretary Jennifer Granholm at Energy and Commerce Committee Energy Subcommittee hearing on how to do this while tackling the Climate Crisis and creating new, good-paying jobs here at home.",3,0,5,0,repfrankpallone,Facebook,https://facebook.com/repfrankpallone/videos/474462110335979,,,colonial pipeline cyberattack shows must make energy infrastructure secure reliable resilienti spoke secretary jennifer granholm energy commerce committee energy subcommittee hearing tackling climate crisis creating new goodpaying jobs home,"['colonial', 'pipeline', 'cyberattack', 'shows', 'must', 'make', 'energy', 'infrastructure', 'secure', 'reliable', 'resilienti', 'spoke', 'secretary', 'jennifer', 'granholm', 'energy', 'commerce', 'committee', 'energy', 'subcommittee', 'hearing', 'tackling', 'climate', 'crisis', 'creating', 'new', 'goodpaying', 'jobs', 'home']",11,8,3634
110,Seth Moulton,House,Democrat,MA,6,2021-05-19 11:59:57+00:00,"Thanks to the #AmericanRescuePlan, beginning July 15th, 39 million households — covering 88% of children in the U.S. — will get their first monthly payment of the expanded and newly-advanceable Child Tax Credit.",1,2,4,0,teammoulton,Twitter,https://twitter.com/teammoulton/status/1394986178592530432,,[],thanks americanrescueplan beginning july 15th million households covering children us get first monthly payment expanded newlyadvanceable child tax credit,"['thanks', 'americanrescueplan', 'beginning', 'july', '15th', 'million', 'households', 'covering', 'children', 'us', 'get', 'first', 'monthly', 'payment', 'expanded', 'newlyadvanceable', 'child', 'tax', 'credit']",12,7,3059
